Frequency,Input,Callsign,Description,System/Category,Tag,Updated
170.00000,163.08750,,Hines VA Medical Center: Engineering (Maywood),Veterans Administration (VA),Federal,2006:04:26
170.01250,,,Misc Federal Aid Incidents VHF 1 Receive / 6 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
170.10000,,,Ops - also CTCSS tone active Chicago Area Agency,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
170.20000,,,Ops - also CTCSS tone active Chicago Area Agency,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
170.31250,,,Various municipal and power data channel,Multi-Agency / Miscellaneous / Unidentified,Federal,2007:03:18
170.35000,,,FBI Chicago - simplex,FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.35000,164.57500,,FBI Chicago - repeater (& simulcasts w/169.950),FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.41250,,,Misc Federal Aid Incidents VHF 2 Receive / 7 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
170.42500,,,Surveillance possible FBI or BATF,Multi-Agency / Miscellaneous / Unidentified,Federal,2007:03:18
170.50000,,,Gary Response Investigative Team (GRIT),FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.50000,,,FBI Chicago - relay of Indianapolis trfc (GRIT?),FBI - Federal Bureau of Investigations,Law Talk,2007:09:23
170.60000,,,FBI Chicago - repeater,FBI - Federal Bureau of Investigations,Federal,2014:03:27
170.62500,164.47500,,FBI Chicago - repeater,FBI - Federal Bureau of Investigations,Federal,2010:10:23
170.62500,,,ICE / US Customs and Border Protection (Des Plaines area,US Customs,Federal,2009:02:12
170.62500,,,FBI Chicago- simplex,FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.67500,,,FBI Chicago - repeater,FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.68750,,,Misc Federal Aid Incidents VHF 3 Transmit / 8 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
170.72500,164.02500,,FBI Chicago - repeater (& links?),FBI - Federal Bureau of Investigations,Federal,2010:10:23
170.72500,,,FBI Chicago Area,FBI - Federal Bureau of Investigations,Federal,2015:10:20
170.72500,167.33750,,FBI Chicago  - primary repeater,FBI - Federal Bureau of Investigations,Federal,2010:10:23
170.72500,,,Chicago Field Office,FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.75000,,,Chicago: Courts Security Unit [Ch 2],US Marshals,Federal,2007:03:18
170.77500,,,FBI Chicago repeater output,FBI - Federal Bureau of Investigations,Federal,2014:03:27
170.81250,,,Command North,US Department of Justice - 25 Cities Interoperability Project,Federal,2012:03:04
170.82500,,,Metropolitan Correctional Center Chicago guards,US Marshals,Federal,2014:03:27
170.85000,,,Chicago: Courts Security Unit [Ch 1],US Marshals,Federal,2007:03:18
170.85000,,,Multi-Agency (or ICE/Marshals),Multi-Agency / Miscellaneous / Unidentified,Federal,2011:08:16
170.87500,,,Metropolitan Correctional Center - Chicago [Ch 2],US Marshals,Federal,2008:04:21
170.88750,,,Surveillance/Wire 2,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
170.90000,164.05000,,FBI Chicago repeater,FBI - Federal Bureau of Investigations,Federal,2008:04:21
170.90000,,,United States Navy -- Blue Angels 2003,Miscellaneous,Military,2014:03:27
170.90000,,,FBI Chicago - simplex,FBI - Federal Bureau of Investigations,Federal,2007:09:23
170.92500,,,Metropolitan Correctional Center - Chicago [Ch 1],US Marshals,Federal,2008:04:21
170.96250,,,Tac 2,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
171.26250,,,FBI Chicago,FBI - Federal Bureau of Investigations,Federal,2016:01:04
171.28750,,,USSS ZULU ground to air W/162.6875 AIR FORCE ONE phone,Miscellaneous,Military,2014:03:27
171.38750,,,Veterans Affairs Chicago Lakeside Hospital Ops,Veterans Administration (VA),Military,2014:03:27
171.43750,,,Command South (heard patch w/ CPD TRS 32816),US Department of Justice - 25 Cities Interoperability Project,Federal,2012:03:04
171.45000,,,DEA Wireless Microphones,DEA - Drug Enforcement Agency,Federal,2007:03:18
171.48750,,,Operations,US Department of Justice - 25 Cities Interoperability Project,Federal,2012:03:04
171.52500,,,also CTCSS tone active Chicago area agency,Multi-Agency / Miscellaneous / Unidentified,Federal,2007:03:18
171.60000,,,DEA Wireless Microphones,DEA - Drug Enforcement Agency,Federal,2007:03:18
171.62500,,,Postal: Forest Park Sorting Facility,US Postal Service,Federal,2007:03:18
171.68750,,,Command Central,US Department of Justice - 25 Cities Interoperability Project,Federal,2012:03:04
171.96250,,,Federal Ops (Chicago),All,Federal,2010:05:08
171.96250,,,Operations,FAA / O'Hare,Federal,2014:03:27
171.97500,,,Postal: Cargo/Flight Loading (OHare),US Postal Service,Federal,2007:03:18
171.97500,168.22500,,Postal (Lake Villa),US Postal Service,Federal,2014:03:27
172.00000,,,DEA Wireless Microphones,DEA - Drug Enforcement Agency,Federal,2007:03:18
172.12500,,,FAA NARACS simplex [F-8],FAA / O'Hare,Federal,2008:04:21
172.15000,,,OHare TSA Security (P25),FAA / O'Hare,Federal,2007:04:10
172.15000,,,TSA Operations,FAA / O'Hare,Federal,2012:01:18
172.15000,,,Operations (inversion scrambling),FAA / O'Hare,Federal,2014:03:27
172.15000,,,TSA Ops [Ch 2],Federal,Federal,2009:01:27
172.15000,,,FAA NARACS simplex / OHare runway lighting control tones [F-9],FAA / O'Hare,Federal,2008:04:21
172.17500,,,FAA NARACS simplex channel 10,FAA / O'Hare,Federal,2008:04:21
172.17500,,,FAA Chicago OHare 4Z/4B/5A,FAA / O'Hare,Federal,2007:04:10
172.20000,,,DEA Wireless Microphones,DEA - Drug Enforcement Agency,Federal,2007:03:18
172.21250,,,Tactical Central,US Department of Justice - 25 Cities Interoperability Project,Federal,2012:03:04
172.48750,,,Surveillance/Wire 3,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2008:08:21
172.66250,,,TSA: International Terminal' - M Gates,Federal Aviation Adminstration (FAA),Federal,2013:03:11
172.85000,169.22500,,FAA Chicago/NARACS Repeat and Simplex W/169.250 input F4,FAA / O'Hare,Federal,2008:04:21
172.86250,,,ICE Ops (Ch 14),US Customs,Federal,2012:01:18
172.87500,169.27500,,FAA NARACS,FAA / O'Hare,Federal,2008:04:21
172.90000,,,TSA,Federal Aviation Adminstration (FAA),Federal,2008:01:28
172.90000,169.30000,,FAA NARACS,FAA / O'Hare,Federal,2008:04:21
172.90000,169.30000,,TSA F-7,FAA / O'Hare,Federal,2012:01:18
172.90000,172.10000,,FAA Chicago,FAA / O'Hare,Federal,2007:04:10
172.90000,169.30000,,TSA Ops [Ch 1],Federal,Federal,2012:01:07
172.90000,169.30000,,FAA OHare TSA Security P25 (3A officers on input?),FAA / O'Hare,Federal,2007:04:10
172.92500,169.32500,,FAA O'Hare/NARACS Chicago Repeat and Simplex W/169.325 input / Chgo,FAA / O'Hare,Federal,2007:04:10
172.95000,169.35000,,FAA Chicago/OHare/NARACS Repeat and Simplex W/169.350 input / Chgo,FAA / O'Hare,Federal,2007:04:10
172.97500,169.37500,,FAA Chicago/NARACS Ops W/169.375 input / Ohare runway lighting,FAA / O'Hare,Federal,2007:04:10
173.01250,,,Tac 3,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
173.03750,,,Misc Federal Aid Incidents VHF 4 Receive / 9 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
173.05000,,,FBI Chicago,FBI - Federal Bureau of Investigations,Federal,2014:03:27
173.07500,,,FBI Chicago,FBI - Federal Bureau of Investigations,Federal,2014:03:27
173.07500,,,LOJACK Telemetry (Data),Multi-Agency / Miscellaneous / Unidentified,Federal,2011:04:29
173.10000,,,Volk Field Fireground,FAA / O'Hare,Federal,2007:04:10
173.15000,,,FBI Chicago [C]3,FBI - Federal Bureau of Investigations,Federal,2008:04:21
173.17500,,,FBI Chicago,FBI - Federal Bureau of Investigations,Federal,2014:03:27
173.20500,,,Data OHare City Telemetry,FAA / O'Hare,Federal,2007:04:10
173.21000,,,Data OHare City Telemetry,FAA / O'Hare,Federal,2007:04:10
173.21000,,KNIJ628,Operations,Metropolitan Water Reclamation District (Hanover Park/Skokie),Public Works,2009:01:24
173.22500,,,Water Plant Ops [No License],Wilmette,Public Works,2009:01:09
173.22500,,,Water Plant Ops [No License],Wilmette,Public Works,2011:01:11
173.23750,,,Data DuPage County Airport telemetry,FAA / O'Hare,Federal,2007:04:10
173.33750,,WQLP833,Water Data (CSQ),Hickory Hills,Data,2010:03:29
173.39000,,,Data OHare City Telemetry,FAA / O'Hare,Federal,2007:04:10
173.88750,,,Tac 6 (BATF Chicago repeat and simplex W/166.5375 / Bugging &),"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2008:08:21
173.96500,,,Data OHare City Telemetry,FAA / O'Hare,Federal,2007:04:10
224.11000,,,(-) CFMC,Chicago FM Club (CFMC),Ham,2011:09:30
224.18000,,,(-) CFMC,Chicago FM Club (CFMC),Ham,2011:09:30
224.32000,222.72000,NS9RC,"Northbrook, IL",North Shore Radio Club,Ham,2015:10:24
226.30000,,,TOWER: UHF Primary,Tower/Approach/Departure,Aircraft,2006:07:14
226.67500,,,O'Hare Tower UHF,Tower,Aircraft,2015:07:28
242.40000,,,Army National Guard,Tower/Approach/Departure,Aircraft,2006:07:14
290.20000,,,O'Hare Class B North,Class B,Aircraft,2015:07:28
348.00000,,,Chicago Approach SW Feeder (Rwy 27R/9L),Approach / Departure,Aircraft,2015:07:28
349.00000,,,O'Hare Class B South,Class B,Aircraft,2015:07:28
388.00000,,,Approach/Departure: UHF Primary,Tower/Approach/Departure,Aircraft,2006:07:14
406.18750,,,data /weak telemetry bursts Chgo Area,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
406.20000,,,Organized Crime Task Force [Ch 1],US Department of Labor,Federal,2008:02:01
406.20000,,,Paul Simon Chicago Job Corps Center,All,Federal,2007:12:31
406.20000,,,Federal Protective Service - Local Area,Federal Protection Service (Chicago/Milwaukee),Federal,2009:04:13
406.32500,410.20000,,Postal (Chicago),US Postal Service,Federal,2014:03:27
406.33750,,,"Postal: Inspectors (Base Clear, Mob ENC)",US Postal Service,Federal,2014:03:27
406.50000,,,Postal: Dock Ops (Chicago),US Postal Service,Federal,2010:06:16
406.60000,,,Fermilab: Telemetry,US Department of Energy / Fermilab (*need loc),Federal,2014:03:27
406.66250,,,Federal Reserve - Chicago (MOTOTRBO),Federal Reserve System,Federal,2010:07:11
406.70000,415.70000,,Federal Protection Service - wide area (Chicago/Milwaukee),Federal Protection Service (Chicago/Milwaukee),Federal,2009:04:13
406.93750,,,USPS - Carol Stream - Bulk Mail,US Postal Service,Federal,2010:07:07
406.93750,,,USPS - Paletine Postal Sorting,US Postal Service,Federal,2010:07:07
406.93750,,,Postal (Carol Stream),US Postal Service,Federal,2008:01:28
407.12500,,,Site 001 Primary,Metropolitan Correctional Center Chicago,TRS,2014:09:26
407.15000,,,Transportation Network - possibly USAF,FAA / O'Hare,Federal,2007:03:18
407.35000,,,open carrier Chicago Area,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
407.55000,,,Operations,All,Federal,2010:07:29
407.60000,,,Chicago - Car-to-Car simplex [Ch 3],US State Department,Federal,2007:03:18
407.72500,415.05000,,Postal: Inspectors/Police (Blue Chicago),US Postal Service,Federal,2007:03:18
407.72500,416.72500,,Postal: Chicago Base,US Postal Service,Federal,2008:11:27
407.85000,,,USSS AIRFORCE ONE ECHO ground to air W/415.700,Miscellaneous,Military,2014:03:27
407.93750,,,Postal (OHare ?),US Postal Service,Federal,2008:02:01
407.97500,,,weak dispatcher heard Chicago area user Unkn,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
408.02500,,,Postal (Chicago/OHare),US Postal Service,Federal,2014:03:27
408.05000,,,Postal (OHare),US Postal Service,Federal,2014:03:27
408.08750,,,Semi Truck/Dock Ops (Night),US Postal Service,Federal,2010:07:07
408.10000,,,Westside VA Medical Center: Security,Veterans Administration (VA),Security,2014:03:27
408.13750,,,Postal Service - Dcok Ops,US Postal Service,Federal,2010:07:08
408.23750,,,Jesse Brown VA MC: Maintenance,Veterans Administration (VA),Federal,2011:04:29
408.25000,,,Site 001 Primary,Metropolitan Correctional Center Chicago,TRS,2014:09:26
408.40000,,,Postal Service ?,US Postal Service,Federal,2014:03:27
408.42500,,,Maintenance,US Postal Service,Federal,2010:07:07
408.42500,,,Veterans Affairs Hines Hospital: Pagers,Veterans Administration (VA),Deprecated,2014:03:27
408.60000,,,Chicago: Car-to-Car [Ch 4],US State Department,Federal,2007:03:18
408.60000,,,Westside VA Medical Center: Security,Veterans Administration (VA),Security,2014:03:27
408.75000,,,Postal (OHare),US Postal Service,Federal,2014:03:27
409.02500,,,US Department of Labor - Wilmington,Multi-Agency / Miscellaneous / Unidentified,Federal,2011:08:26
409.05000,,,Veterans Affairs Hospital Maintenance,Veterans Administration (VA),Military,2014:03:27
409.15000,,,voice ops,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
409.20000,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
409.21250,,,Site 001 Primary,Metropolitan Correctional Center Chicago,TRS,2014:09:26
409.27500,,,open carrier (Chicago area),Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
409.30000,,,Veterans Affairs North Chicago Downey Hospital pagers/Lakeside Hospital Ops,Veterans Administration (VA),Military,2014:03:27
409.37500,,,BATF Task Force w/CPD,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
409.50000,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
409.52500,,,Dignitary Protection (Dept of Diplomatic Secret Service),Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
409.52500,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
409.52500,,,Chicago Ops (NATO),US State Department,Federal,2012:05:17
409.60000,,,open carrier Chicago Area,Multi-Agency / Miscellaneous / Unidentified,Federal,2007:03:18
409.62500,407.20000,,Chicago [Ch 1],US State Department,Federal,2007:03:18
409.95000,,,Site 001 Primary,Metropolitan Correctional Center Chicago,TRS,2014:09:26
409.97500,,,open carrier 2003,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
409.98750,,,Federal Aid Law Enforcement UHF Inop 1 Receive / 7 simplex,Federal Aid Law Enforcement,Federal,2007:03:18
410.00000,408.82500,,Postal: Red Base (Chicago),US Postal Service,Federal,2008:01:28
410.02500,,,MCC ECC VCC,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
410.07500,,,data/telemetry bursts Chicago area,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
410.18750,,,Federal Aid Law Enforcement UHF Inop 2 Receive / 8 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
410.23750,,,Federal Aid Incidents UHF Calling Receive / 6 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
410.32500,,,Postal (Chicago mobiles),US Postal Service,Federal,2014:03:27
410.40000,,,Site 001 Primary,Metropolitan Correctional Center Chicago,TRS,2014:09:26
410.43750,,,Misc Federal Aid Incidents UHF 1 Receive / 7 simplex,Federal Aid Law Enforcement,Federal,2007:03:18
410.61250,,,Federal Aid Law Enforcement UHF Inop 3 Receive / 9 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
410.63750,,,Misc Federal Aid Incidents UHF 2 Receive / 8 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
410.83750,,,Misc Federal Aid Incidents UHF 3 Receive / 9 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
410.87500,,,transportation related Ops Heard Chicago area chit-chat,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
410.95000,,,data/telemetry bursts Chicago area Unkn,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
411.20000,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
411.35000,417.00000,,Security (was listed as 114 DPL),Hines VA Hospital (Maywood),Federal,2011:03:12
411.35000,419.93750,,Maywood Hospital Hines VA Hospital Security,Miscellaneous,Military,2014:03:27
411.35000,419.93750,,Hines VA Hospital (Maywood),Miscellaneous,Federal,2012:01:18
411.35000,,,Organized Crime Task Force [Ch 4],US Department of Labor,Federal,2008:02:01
411.35000,,,Jesse Brown Veterans Administration Medical Center: Police (Chicago),Veterans Administration (VA),Military,2014:03:27
411.40000,408.47500,,Postal: Building Ops (OHare),US Postal Service,Federal,2008:01:28
411.45000,,,Postal? (Chicago area),US Postal Service,Federal,2014:03:27
411.47500,,,Postal: Building Maintenance (OHare),US Postal Service,Federal,2014:03:27
411.55000,409.27500,,Postal: Sorting Center (Carol Stream),US Postal Service,Federal,2008:01:28
411.55000,,,Postal (Chicago area),US Postal Service,Federal,2014:03:27
411.76250,,,Voice Paging,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
412.40000,,,Organized Crime Task Force [Ch 3],US Department of Labor,Federal,2008:02:01
412.97500,,,Coast Guard (primary USCG Ops - Lake Michigan),USCG (United States Coast Guard),Military,2013:09:13
413.00000,,,USAF Thunderbirds demo team ground,Miscellaneous,Military,2014:03:27
413.18750,,,Misc Federal Aid Incidents UHF 4 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
413.21250,,,Misc Federal Aid Incidents UHF 5 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
413.27500,,,USAF Thunderbirds demo team ground analog,Miscellaneous,Military,2014:03:27
413.60000,,,Windshear Telemetry,Federal Aviation Adminstration (FAA),Data,2008:01:28
413.60000,,,Windshear Detectors (Data),FAA / O'Hare,Federal,2007:03:18
414.01250,,,data blips 2003 / 2004,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
414.02500,,,pulses & DVP (Chicago area possibly Postal Inspectors),Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
414.03750,,,Federal Aid Law Enforcement UHF Calling simplex,Federal Aid Law Enforcement,Federal,2014:03:27
414.06250,,,Federal Aid Law Enforcement UHF Inop 4 simplex,Federal Aid Law Enforcement,Federal,2007:03:18
414.31250,,,Federal Aid Law Enforcement UHF Inop 5 simplex,Federal Aid Law Enforcement,Federal,2007:03:18
414.33750,,,Federal Aid Law Enforcement UHF Inop 6 simplex,Federal Aid Law Enforcement,Federal,2014:03:27
414.51250,,,"Postal Service - Maintenance Ops [F-3] (Carol Stream, Forest Park,",Multi-Agency / Miscellaneous / Unidentified,Federal,2008:04:21
414.72500,419.70000,,Federal Reserve Bank of Chicago: Security/Engineering (Low Power),Federal Reserve System,Federal,2011:12:21
414.75000,407.77500,,Postal: Inspectors/Police -  Red (Chicago),US Postal Service,Federal,2008:01:28
414.75000,407.77500,,Postal: Inspectors/Police - Red (Chicago)  P25 Encrypted,US Postal Service,Federal,2011:05:05
414.77500,,,Organized Crime Task Force [Ch 2],US Department of Labor,Federal,2008:02:01
415.20000,413.95000,,Federal Protection Service (Chicago/Milwaukee) [No longer in use],Federal Protection Service (Chicago/Milwaukee),Deprecated,2008:01:26
415.45000,,,US Department of Labor - Wilmington,Multi-Agency / Miscellaneous / Unidentified,Federal,2011:08:26
415.70000,,,USSS FOXTROT air to ground W/407.850 ECHO ground,Miscellaneous,Military,2014:03:27
416.35000,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
416.50000,,,Service Master/Maintenance,All,Federal,2010:07:07
416.97500,,,Postal: Pages (Chicago),US Postal Service,Federal,2007:03:18
417.71250,,,open carrier (2003) weak in northwest Chicago area,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
417.77500,419.65000,,Postal Inspectors/Police Green (North Chicago),US Postal Service,Federal,2007:03:18
418.07500,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
418.12500,,,Operations,Argonne National Laboratory (ANL),Federal,2007:03:18
418.17500,,,IRS CID Simplex car to car Chicago,IRS - Internal Revenue Service,Federal,2014:03:27
418.22500,414.70000,,IRS CID repeat and simplex Chicago W/414.700 input,IRS - Internal Revenue Service,Federal,2014:03:27
418.30000,416.77500,,Postal Security (Chicago),US Postal Service,Federal,2008:01:28
418.43750,,,maintenance/ mechanics,Multi-Agency / Miscellaneous / Unidentified,Federal,2014:03:27
418.62500,416.05000,,Operations [Ch 1],DEA - Drug Enforcement Agency,Federal,2006:10:01
418.65000,,,BATF UHF Tac simplex,"BATF - Bureau of Alcohol, Tobacco, Firearms and Explosives (Chicago Bureau)",Federal,2014:03:27
418.67500,,,Surveillance [Ch 4] (also simplex),DEA - Drug Enforcement Agency,Federal,2006:10:01
418.75000,,,Surveillance [Ch 3] (also simplex),DEA - Drug Enforcement Agency,Federal,2006:10:01
418.82500,415.60000,,Operations [Ch 5],DEA - Drug Enforcement Agency,Federal,2007:03:18
418.90000,416.32500,,Operations [Ch 2],DEA - Drug Enforcement Agency,Federal,2007:03:18
418.95000,416.20000,,Operations [Ch 6],DEA - Drug Enforcement Agency,Federal,2007:03:18
418.97500,417.02500,,Operations [Ch 7],DEA - Drug Enforcement Agency,Federal,2006:10:01
418.98750,,,Federal Aid Law Enforcement UHF Inop 1 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.18750,,,Federal Aid Law Enforcement UHF Inop 2 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.23750,,,Federal Aid Incidents UHF Calling Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.27500,,,FBI Chicago area weak relay of 167.3375 trfc,FBI - Federal Bureau of Investigations,Federal,2014:03:27
419.43750,,,Misc Federal Aid Incidents UHF 1 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.57500,,,FBI Chicago - former UHF links and telemetry w/419.325,FBI - Federal Bureau of Investigations,Federal,2014:03:27
419.61250,,,Federal Aid Law Enforcement UHF Inop 3 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.63750,,,Misc Federal Aid Incidents UHF 2 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
419.83750,,,Misc Federal Aid Incidents UHF 3 Transmit,Federal Aid Law Enforcement,Federal,2014:03:27
440.74375,,KC9OKW,Repeater (? location),D-STAR (Northern Cook),Ham,2012:09:05
441.90625,,,D-STAR Reflector 1C CFMC,Chicago FM Club (CFMC),Ham,2011:09:30
442.09375,442.59375,,Voice,D-STAR (Northern Cook),Ham,2011:09:30
442.09375,447.09375,NS9RC,"Chicago, IL NS9RC-B Voice",North Shore Radio Club,Ham,2015:10:24
442.55000,447.55000,W9DUP/R,W9DUP,Miscellaneous,Ham,2011:09:30
442.72500,447.72500,NS9RC,"Chicago, IL (far north side)",North Shore Radio Club,Ham,2015:10:24
442.80000,447.80000,N9EP/R,N9EP*,Miscellaneous,Ham,2011:09:30
442.87500,447.87500,W9PCS/R,W9PCS,Miscellaneous,Ham,2011:09:30
442.97500,447.97500,,FISHFAR* (Also SKYWARN liason),Miscellaneous,Ham,2011:09:30
443.60000,448.60000,WB9AET/R,WB9AET (WAFAR),Miscellaneous,Ham,2011:09:30
443.72500,448.72500,K9KNS/R,K9KNS,Miscellaneous,Ham,2011:09:30
443.75000,448.75000,,CFMC,Chicago FM Club (CFMC),Ham,2011:09:30
443.75000,448.75000,,CFMC,Chicago FM Club (CFMC),Ham,2011:09:30
443.97500,448.97500,,AIRA,Miscellaneous,Ham,2011:09:30
444.37500,449.37500,,SARA,Miscellaneous,Ham,2011:09:30
450.05000,455.05000,KVF938,Master Control [No license for 450.05],WBBM-TV CBS Channel 2,Media,2011:04:29
450.11250,455.11250,KPM527,Shadow Traffic - Secondary,Traffic Copters,Media,2011:04:29
450.13000,455.13000,WPKX938,Remote (on 450.13125?),WFLX Fox 32,Media,2011:04:29
450.16250,,KC27732,Remote Studio Link,CBS Radio,Media,2005:10:06
450.18750,,KPM357,Operations,WXFT-DT 06/50,Media,2010:02:09
450.25000,,KOS326,WGN News Helicopter (was CSQ?),Traffic Copters,Media,2011:04:29
450.28750,455.28750,WPMD350,"Shadow Traffic Helicopter (Metro Networks Communications, Inc.)",Traffic Copters,Media,2005:11:06
450.28750,455.28750,KPJ758,"Shadow Traffic Helicopter (& KPJ759) (Metro Networks Communications, Inc.)",Traffic Copters,Media,2005:11:06
450.35000,455.35000,KVF938,New N/X [No license for 450.35],WBBM-TV CBS Channel 2,Media,2011:04:29
450.48750,,KVF938,IFB Remote,WBBM-TV CBS Channel 2,Media,2011:04:29
450.51250,,,WBBM-FM,CBS Radio,Media,2006:04:15
450.55000,,KDQ471,Master Control,WMAQ NBC Channel 5,Media,2011:04:29
450.62500,,KPK812,STL,CBS Radio,Media,2011:04:29
450.80000,455.80000,KVF938,M/C 4,WBBM-TV CBS Channel 2,Media,2011:04:29
450.81250,,KC27732,WBBM-AM 750 AM - (STL),CBS Radio,Media,2006:04:15
450.85000,,KDQ471,Cue,WMAQ NBC Channel 5,Media,2011:04:29
451.06250,456.06250,WPYF781,Public Works-to-Police [Ch 5],Winnetka,Public Works,2006:08:09
451.06250,456.06250,WPYF781,Trash Collection [Ch 2],Winnetka,Public Works,2006:08:09
451.08750,456.08750,WPYF781,Public Works [Ch 1],Winnetka,Public Works,2006:08:09
451.10000,456.10000,WNRT490,Nicor Gas: Data (CSQ),Miscellaneous,Data,2009:07:26
451.11250,,WPRF472,Water Distribution Data,Evanston,Data,2007:06:13
451.13750,,WNZE499,"Sanitary District: Data (37.18 KEY896 Terminated, voice)",South Stickney,Data,2009:01:27
451.13750,456.13750,WPYF781,Linemen [Ch 4],Winnetka,Public Works,2006:08:09
451.16250,456.16250,WPYF781,Water / Electric Ops [Ch 3],Winnetka,Public Works,2006:08:09
451.17500,,WPLZ242,Ridgeland SD122,Oak Lawn - Schools,Schools,2009:09:21
451.17500,,WPMA813,Our Lady of the Wayside (Church/School Maintenace/Security),Arlington Heights - Schools,Schools,2009:01:16
451.18750,456.18750,WQKA942,Operations (1200 Maroon Dr) (also MOTOTRBO),Elgin School District U-46 (South Elgin/Elgin),Schools,2009:03:13
451.18750,,WPYW312,Housekeeping,Fairmont Hotel,Business,2009:09:09
451.18750,,WPLX483,Security/Maintenance,Maywood Public School District,Schools,2008:09:13
451.18750,,WPZK985,Lane Tech High School,Chicago School District 299,Schools,2009:09:11
451.18750,,WPEE422,"Southwest Airlines: (cabin cleaners, etc.?)",Southwest Airlines,Business,2008:10:05
451.18750,,WQAC659,IT / Video Distribution,United Center (Chicago),Business,2005:09:01
451.20000,,,Water Distribution Data,Evanston,Data,2011:01:04
451.21250,,WPFS254,High School Operations (w/phone Interconnect),Elk Grove Schools,Schools,2009:01:16
451.22500,456.22500,WPNW947,Buses (845N Michigan - Chi,Cook Illinois Corporation - School Buses,Schools,2009:09:23
451.23750,,,Site 101 Unidentified LCN,American Airlines (O'Hare),TRS,2008:11:16
451.25000,456.25000,WNRT490,Nicor Gas: Voice/Data,Miscellaneous,Utilities,2009:09:09
451.28750,456.28750,WQNL735,East - Security [Ch 1/2],Proviso Township High School District 209,Security,2013:12:21
451.30000,,WPXG904,Operations,Rush Presbyterian Saint Lukes Medical Center (Chicago),Business,2009:09:22
451.30000,,WPMD699,ComAir Inc: Ramp Ops,Airlines - Ground Operations,Business,2008:12:22
451.30000,,,Site 101 Posen (Unidentified LCN),Lakeland Communications (Cook County),TRS,2000:01:01
451.31250,,WQDZ391,North Berwyn School District 98,Berwyn - Schools,Schools,2007:06:12
451.33750,,WPZP427,Operations (Hanover Park),Elgin School District U-46 (South Elgin/Elgin),Schools,2008:10:06
451.33750,456.33750,WQLF761,Argo High School Distirct 217 (Summit),Summit (Argo) Schools,Schools,2010:01:10
